"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"extracellular matrix disassembly (GO:0022617)","1/66",0.0325212529076381,0.0536389496009096,0,0,34.0598290598291,116.684255974204,"MMP2"
"cellular component disassembly (GO:0022411)","1/66",0.0325212529076381,0.0536389496009096,0,0,34.0598290598291,116.684255974204,"MMP2"
"protein tetramerization (GO:0051262)","1/71",0.0349457600054769,0.0561786268442476,0,0,31.6190476190476,106.048961940834,"SOD2"
"negative regulation of neuron apoptotic process (GO:0043524)","1/71",0.0349457600054769,0.0561786268442476,0,0,31.6190476190476,106.048961940834,"SOD2"
"negative regulation of cell adhesion (GO:0007162)","1/73",0.0359140308301435,0.0570135239428528,0,0,30.7376543209877,102.252717817303,"FBLN1"
"sphingolipid biosynthetic process (GO:0030148)","1/74",0.0363978383040336,0.0570682156124971,0,0,30.3150684931507,100.4412761917,"ABCA8"
"integrin-mediated signaling pathway (GO:0007229)","1/75",0.0368814272661001,0.0571212349121306,0,0,29.9039039039039,98.6842937720567,"FBLN1"
"cellular response to UV (GO:0034644)","1/77",0.0378479500125182,0.0572224958522597,0,0,29.1140350877193,95.3245466085723,"MMP2"
"positive regulation of endothelial cell proliferation (GO:0001938)","1/77",0.0378479500125182,0.0572224958522597,0,0,29.1140350877193,95.3245466085723,"F3"
"activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)","1/81",0.039778377237952,0.0580672863128725,0,0,27.6527777777778,89.1644960195625,"F3"
"regulation of interleukin-8 production (GO:0032677)","1/81",0.039778377237952,0.0580672863128725,0,0,27.6527777777778,89.1644960195625,"F3"
"negative regulation of protein modification process (GO:0031400)","1/81",0.039778377237952,0.0580672863128725,0,0,27.6527777777778,89.1644960195625,"FBLN1"
"ephrin receptor signaling pathway (GO:0048013)","1/82",0.0402604390785999,0.0581031336702521,0,0,27.3100137174211,87.7303044353751,"MMP2"
"negative regulation of phosphorylation (GO:0042326)","1/86",0.0421865092184754,0.0601987266375997,0,0,26.0196078431373,82.3690963539015,"FBLN1"
"regulation of endothelial cell proliferation (GO:0001936)","1/92",0.045069092325524,0.0635974969482394,0,0,24.2967032967033,75.3090552102818,"F3"
"negative regulation of MAPK cascade (GO:0043409)","1/94",0.0460282169261212,0.0642371818639274,0,0,23.7718040621266,73.1815144736218,"FBLN1"
"protein maturation (GO:0051604)","1/97",0.0474652783026246,0.0647752227207559,0,0,23.025462962963,70.1760117408653,"F3"
"regulation of neuron apoptotic process (GO:0043523)","1/98",0.0479438656358351,0.0647752227207559,0,0,22.786941580756,69.220448859451,"SOD2"
"negative regulation of neuron death (GO:1901215)","1/98",0.0479438656358351,0.0647752227207559,0,0,22.786941580756,69.220448859451,"SOD2"
"cellular response to chemical stress (GO:0062197)","1/101",0.0493783294859183,0.0659554016953568,0,0,22.1,66.4821841215198,"SOD2"
"positive regulation of vasculature development (GO:1904018)","1/102",0.0498560516752303,0.0659554016953568,0,0,21.8800880088009,65.6099686868589,"F3"
"protein processing (GO:0016485)","1/106",0.0517647805964338,0.0677745065540937,0,0,21.042328042328,62.3072859663839,"F3"
"negative regulation of cell motility (GO:2000146)","1/114",0.0555718892963041,0.0720166320472513,0,0,19.5447394296952,56.4858174108685,"FBLN1"
"positive regulation of angiogenesis (GO:0045766)","1/116",0.0565215144325385,0.0725073973023474,0,0,19.2028985507246,55.1724993207883,"F3"
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","1/119",0.0579443409196368,0.0735893129679387,0,0,18.7118644067797,53.2964863529665,"F3"
"protein homooligomerization (GO:0051260)","1/121",0.0588918187809667,0.0740520889622056,0,0,18.3981481481481,52.1045324627346,"SOD2"
"positive regulation of epithelial cell proliferation (GO:0050679)","1/123",0.0598384389285161,0.074504722979623,0,0,18.0947176684882,50.9566616878396,"F3"
"cellular response to oxidative stress (GO:0034599)","1/125",0.0607842020747779,0.0749475112960853,0,0,17.8010752688172,49.8505825836944,"SOD2"
"regulation of cell adhesion (GO:0030155)","1/133",0.0645586982519235,0.0780852826475646,0,0,16.7154882154882,45.8034534955504,"FBLN1"
"regulation of cell motility (GO:2000145)","1/133",0.0645586982519235,0.0780852826475646,0,0,16.7154882154882,45.8034534955504,"FBLN1"
"negative regulation of protein phosphorylation (GO:0001933)","1/152",0.0734684718687947,0.0880235464843107,0,0,14.598233995585,38.1145133577478,"FBLN1"
"positive regulation of protein kinase B signaling (GO:0051897)","1/161",0.0776621724057825,0.0921784663134054,0,0,13.7708333333333,35.1898082282458,"F3"
"regulation of angiogenesis (GO:0045765)","1/203",0.0970077921963339,0.114073977860504,0,0,10.8844884488449,25.3931194024567,"F3"
"regulation of protein kinase B signaling (GO:0051896)","1/207",0.0988310484246783,0.115151772017744,0,0,10.6709816612729,24.6963167079631,"F3"
"extracellular structure organization (GO:0043062)","1/216",0.102921266673785,0.118275560421497,0,0,10.2196382428941,23.2373212993106,"MMP2"
"external encapsulating structure organization (GO:0045229)","1/217",0.103374702415639,0.118275560421497,0,0,10.1718106995885,23.0838563866398,"MMP2"
"regulation of ERK1 and ERK2 cascade (GO:0070372)","1/238",0.112849330203156,0.127963079783935,0,0,9.26066572902016,20.2040102661932,"FBLN1"
"positive regulation of signal transduction (GO:0009967)","1/252",0.119115589570104,0.133873273233657,0,0,8.73793714032758,18.5913673433624,"F3"
"regulation of protein phosphorylation (GO:0001932)","1/266",0.125341986257844,0.139635370655669,0,0,8.27044025157233,17.1753009079753,"FBLN1"
"extracellular matrix organization (GO:0030198)","1/300",0.140298659988022,0.154938520160686,0,0,7.3173541434411,14.3711506762771,"MMP2"
"positive regulation of cytokine production (GO:0001819)","1/335",0.155454418333024,0.170195785588741,0,0,6.53892215568862,12.17156748663,"F3"
"supramolecular fiber organization (GO:0097435)","1/351",0.162302327787411,0.176174321615395,0,0,6.23492063492063,11.3369216619005,"TNXB"
"positive regulation of macromolecule metabolic process (GO:0010604)","1/384",0.176268551661655,0.18971276322907,0,0,5.68813460980563,9.87316022498115,"F3"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","1/404",0.184630588158104,0.197042728538481,0,0,5.40033085194375,9.12330960396866,"MMP2"
"cellular protein metabolic process (GO:0044267)","1/417",0.190024862913143,0.201109646583076,0,0,5.22809829059829,8.68178189273992,"MMP2"
"positive regulation of gene expression (GO:0010628)","1/482",0.216517536062526,0.226644226237954,0,0,4.50658350658351,6.89545013213669,"F3"
"negative regulation of apoptotic process (GO:0043066)","1/485",0.217721225204964,0.226644226237954,0,0,4.47796143250689,6.82683050731529,"SOD2"
"positive regulation of intracellular signal transduction (GO:1902533)","1/546",0.241838052205256,0.249702704309492,0,0,3.96432212028542,5.62730364460606,"F3"
"regulation of cell population proliferation (GO:0042127)","1/764",0.322656086594778,0.3304622822382,0,0,2.7999126256007,3.16717232194457,"SOD2"
"regulation of gene expression (GO:0010468)","1/1079",0.4257703649695,0.432582690809012,0,0,1.94928880643166,1.66441024219308,"F3"
"regulation of transcription by RNA polymerase II (GO:0006357)","1/2206",0.689318157023675,0.694788936047673,0,0,0.896195515243134,0.333431645881209,"SOD2"
"regulation of transcription, DNA-templated (GO:0006355)","1/2244",0.695891150397805,0.695891150397805,0,0,0.879130133254074,0.318739200458797,"SOD2"
