"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"hyaluronan metabolic process (GO:0030212)","1/23",0.0114431199495764,0.0434431481345165,0,0,100.848484848485,450.82969906826,"LYVE1"
"positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)","1/24",0.0119379646683198,0.0434431481345165,0,0,96.4589371980676,427.12322672632,"DAB2"
"positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)","1/24",0.0119379646683198,0.0434431481345165,0,0,96.4589371980676,427.12322672632,"DAB2"
"positive regulation of viral life cycle (GO:1903902)","1/24",0.0119379646683198,0.0434431481345165,0,0,96.4589371980676,427.12322672632,"CD209"
"positive regulation of multicellular organismal process (GO:0051240)","2/345",0.0121840054754285,0.0434431481345165,0,0,14.3199708454811,63.117150482032,"DAB2;TFRC"
"fat-soluble vitamin metabolic process (GO:0006775)","1/25",0.0124325865055396,0.0434431481345165,0,0,92.4351851851852,405.553302875665,"LGMN"
"receptor catabolic process (GO:0032801)","1/25",0.0124325865055396,0.0434431481345165,0,0,92.4351851851852,405.553302875665,"LGMN"
"regulation of viral life cycle (GO:1903900)","1/26",0.0129269855424659,0.0434431481345165,0,0,88.7333333333333,385.851420723694,"CD209"
"regulation of monocyte chemotaxis (GO:0090025)","1/26",0.0129269855424659,0.0434431481345165,0,0,88.7333333333333,385.851420723694,"LGMN"
"negative regulation of protein localization to membrane (GO:1905476)","1/26",0.0129269855424659,0.0434431481345165,0,0,88.7333333333333,385.851420723694,"DAB2"
"cellular response to drug (GO:0035690)","1/26",0.0129269855424659,0.0434431481345165,0,0,88.7333333333333,385.851420723694,"TFRC"
"dendritic spine organization (GO:0097061)","1/27",0.0134211618656948,0.0434693367520683,0,0,85.3162393162393,367.791701998077,"LGMN"
"positive regulation of mitotic cell cycle (GO:0045931)","1/27",0.0134211618656948,0.0434693367520683,0,0,85.3162393162393,367.791701998077,"LGMN"
"leukocyte cell-cell adhesion (GO:0007159)","1/28",0.0139151155631478,0.0434693367520683,0,0,82.1522633744856,351.182817850539,"CD209"
"macromolecule catabolic process (GO:0009057)","1/28",0.0139151155631478,0.0434693367520683,0,0,82.1522633744856,351.182817850539,"LGMN"
"positive regulation of protein phosphorylation (GO:0001934)","2/371",0.0139950059787147,0.0434693367520683,0,0,13.2933604336043,56.7500832208702,"DAB2;TFRC"
"negative regulation of programmed cell death (GO:0043069)","2/381",0.0147213053222768,0.0436426123168486,0,0,12.9360158311346,54.570058782221,"DAB2;TFRC"
"positive regulation of B cell proliferation (GO:0030890)","1/30",0.0149023554252654,0.0436426123168486,0,0,76.4789272030651,321.688416559315,"TFRC"
"regulation of long-term synaptic potentiation (GO:1900271)","1/30",0.0149023554252654,0.0436426123168486,0,0,76.4789272030651,321.688416559315,"LGMN"
"positive regulation of DNA recombination (GO:0045911)","1/30",0.0149023554252654,0.0436426123168486,0,0,76.4789272030651,321.688416559315,"TFRC"
"peptide cross-linking (GO:0018149)","1/31",0.0153956417644848,0.0438348133572138,0,0,73.9259259259259,308.542479281304,"F13A1"
"positive regulation of mononuclear cell migration (GO:0071677)","1/31",0.0153956417644848,0.0438348133572138,0,0,73.9259259259259,308.542479281304,"LGMN"
"negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)","1/32",0.0158887058240638,0.0446189684100421,0,0,71.5376344086021,296.31937970283,"DAB2"
"epithelial tube morphogenesis (GO:0060562)","1/34",0.0168741674533514,0.0457630238430771,0,0,67.1952861952862,274.289235089044,"MTSS1"
"negative regulation of mitochondrion organization (GO:0010823)","1/34",0.0168741674533514,0.0457630238430771,0,0,67.1952861952862,274.289235089044,"TFRC"
"positive regulation of immunoglobulin production (GO:0002639)","1/35",0.0173665651965465,0.0457630238430771,0,0,65.2156862745098,264.332771444539,"TFRC"
"cellular response to amyloid-beta (GO:1904646)","1/35",0.0173665651965465,0.0457630238430771,0,0,65.2156862745098,264.332771444539,"LGMN"
"regulation of androgen receptor signaling pathway (GO:0060765)","1/36",0.0178587410119325,0.0457630238430771,0,0,63.3492063492063,254.997165595292,"DAB2"
"transferrin transport (GO:0033572)","1/36",0.0178587410119325,0.0457630238430771,0,0,63.3492063492063,254.997165595292,"TFRC"
"transition metal ion transport (GO:0000041)","1/36",0.0178587410119325,0.0457630238430771,0,0,63.3492063492063,254.997165595292,"TFRC"
"negative regulation of ERBB signaling pathway (GO:1901185)","1/40",0.019825226718581,0.0501749565099891,0,0,56.8404558404558,222.860063552568,"LGMN"
"positive regulation of epithelial to mesenchymal transition (GO:0010718)","1/42",0.0208071402680989,0.0513911295778346,0,0,54.0623306233062,209.35416251688,"DAB2"
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","1/42",0.0208071402680989,0.0513911295778346,0,0,54.0623306233062,209.35416251688,"CD209"
"positive regulation of receptor-mediated endocytosis (GO:0048260)","1/44",0.0217881685512208,0.0523945141780624,0,0,51.5426356589147,197.222132033002,"DAB2"
"response to amyloid-beta (GO:1904645)","1/44",0.0217881685512208,0.0523945141780624,0,0,51.5426356589147,197.222132033002,"LGMN"
"positive regulation of chemotaxis (GO:0050921)","1/45",0.0222783509374742,0.0523945141780624,0,0,50.3686868686869,191.609530522956,"LGMN"
"zymogen activation (GO:0031638)","1/45",0.0222783509374742,0.0523945141780624,0,0,50.3686868686869,191.609530522956,"LGMN"
"regulation of B cell proliferation (GO:0030888)","1/46",0.0227683122669265,0.0523945141780624,0,0,49.2469135802469,186.270812956763,"TFRC"
"positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","1/47",0.0232580526351399,0.0523945141780624,0,0,48.1739130434783,181.187090155358,"DAB2"
"regulation of T cell activation (GO:0050863)","1/47",0.0232580526351399,0.0523945141780624,0,0,48.1739130434783,181.187090155358,"CD209"
"regulation of protein localization to nucleus (GO:1900180)","1/47",0.0232580526351399,0.0523945141780624,0,0,48.1739130434783,181.187090155358,"TFRC"
"positive regulation of endocytosis (GO:0045807)","1/48",0.0237475721230066,0.0529157857088734,0,0,47.1465721040189,176.341144039401,"DAB2"
"receptor internalization (GO:0031623)","1/49",0.0242368708211977,0.0534253604123175,0,0,46.162037037037,171.717248380445,"TFRC"
"iron ion transport (GO:0006826)","1/50",0.0247259488172581,0.0539236117823181,0,0,45.2176870748299,167.301012082339,"TFRC"
"positive regulation of B cell activation (GO:0050871)","1/53",0.0261918594705428,0.0565192756995923,0,0,42.6025641025641,155.171601418471,"TFRC"
"positive regulation of leukocyte chemotaxis (GO:0002690)","1/54",0.026680055532624,0.0569730352519574,0,0,41.7966457023061,151.464313783153,"LGMN"
"glycosaminoglycan catabolic process (GO:0006027)","1/56",0.0276557869621033,0.0584477971879503,0,0,40.2727272727273,144.495334893691,"LYVE1"
"cellular response to peptide (GO:1901653)","1/57",0.0281433225032358,0.0586928079845403,0,0,39.5515873015873,141.216773601099,"LGMN"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","1/58",0.0286306380412392,0.0586928079845403,0,0,38.8557504873294,138.065278498392,"DAB2"
"cellular iron ion homeostasis (GO:0006879)","1/58",0.0286306380412392,0.0586928079845403,0,0,38.8557504873294,138.065278498392,"TFRC"
"cellular protein catabolic process (GO:0044257)","1/60",0.0296046094730556,0.0593145138113086,0,0,37.5348399246704,132.116075607535,"LGMN"
"iron ion homeostasis (GO:0055072)","1/61",0.030091265543298,0.0593145138113086,0,0,36.9074074074074,129.305852202468,"TFRC"
"pattern recognition receptor signaling pathway (GO:0002221)","1/61",0.030091265543298,0.0593145138113086,0,0,36.9074074074074,129.305852202468,"LGMN"
"regulation of endocytosis (GO:0030100)","1/61",0.030091265543298,0.0593145138113086,0,0,36.9074074074074,129.305852202468,"DAB2"
"positive regulation of cysteine-type endopeptidase activity (GO:2001056)","1/62",0.0305777019615052,0.0596993228772243,0,0,36.3005464480874,126.597583267881,"LGMN"
"positive regulation of viral process (GO:0048524)","1/63",0.0310639188209323,0.0600764467763312,0,0,35.7132616487455,123.98602688033,"CD209"
"positive regulation of cell cycle (GO:0045787)","1/66",0.0325212529076381,0.0623070733277179,0,0,34.0598290598291,116.684255974204,"LGMN"
"positive regulation of protein localization to nucleus (GO:1900182)","1/68",0.0334917127632155,0.0635722325598073,0,0,33.0398009950249,112.218271659734,"TFRC"
"cellular response to calcium ion (GO:0071277)","1/69",0.033976614095502,0.0639009714640175,0,0,32.5522875816993,110.094532313003,"LGMN"
"positive regulation of cellular protein localization (GO:1903829)","1/71",0.0349457600054769,0.0645394666767816,0,0,31.6190476190476,106.048961940834,"TFRC"
"negative regulation of neuron apoptotic process (GO:0043524)","1/71",0.0349457600054769,0.0645394666767816,0,0,31.6190476190476,106.048961940834,"LGMN"
"negative regulation of epithelial cell proliferation (GO:0050680)","1/72",0.0354300047601862,0.0648495622842694,0,0,31.1721439749609,104.121077653703,"MTSS1"
"positive regulation of synaptic transmission (GO:0050806)","1/73",0.0359140308301435,0.064883103063712,0,0,30.7376543209877,102.252717817303,"LGMN"
"proteolysis involved in cellular protein catabolic process (GO:0051603)","1/74",0.0363978383040336,0.064883103063712,0,0,30.3150684931507,100.4412761917,"LGMN"
"negative regulation of protein binding (GO:0032091)","1/74",0.0363978383040336,0.064883103063712,0,0,30.3150684931507,100.4412761917,"DAB2"
"integrin-mediated signaling pathway (GO:0007229)","1/75",0.0368814272661001,0.0651783843926769,0,0,29.9039039039039,98.6842937720567,"DAB2"
"regulation of epithelial to mesenchymal transition (GO:0010717)","1/76",0.0373647978046119,0.0654682354696191,0,0,29.5037037037037,96.979448633994,"DAB2"
"negative regulation of developmental process (GO:0051093)","1/77",0.0378479500125182,0.0657527945132732,0,0,29.1140350877193,95.3245466085723,"TFRC"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","1/79",0.0388135997677024,0.0663065662698249,0,0,28.3646723646724,92.1563832512611,"DAB2"
"positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","1/79",0.0388135997677024,0.0663065662698249,0,0,28.3646723646724,92.1563832512611,"DAB2"
"regulation of protein localization to plasma membrane (GO:1903076)","1/80",0.03929609749471,0.066576032945583,0,0,28.0042194092827,90.6392984988873,"DAB2"
"vascular transport (GO:0010232)","1/84",0.0412239094208195,0.0691858751182997,0,0,26.6492637215529,84.9774896594187,"TFRC"
"positive regulation of proteasomal protein catabolic process (GO:1901800)","1/86",0.0421865092184754,0.0691858751182997,0,0,26.0196078431373,82.3690963539015,"DAB2"
"positive regulation of endothelial cell migration (GO:0010595)","1/86",0.0421865092184754,0.0691858751182997,0,0,26.0196078431373,82.3690963539015,"LGMN"
"transport across blood-brain barrier (GO:0150104)","1/86",0.0421865092184754,0.0691858751182997,0,0,26.0196078431373,82.3690963539015,"TFRC"
"negative regulation of binding (GO:0051100)","1/88",0.0431482391729825,0.0702015002417572,0,0,25.418901660281,79.894497269575,"DAB2"
"toll-like receptor signaling pathway (GO:0002224)","1/91",0.0445892046624482,0.0707386092773092,0,0,24.5679012345679,76.4126464122397,"LGMN"
"positive regulation of transport (GO:0051050)","1/91",0.0445892046624482,0.0707386092773092,0,0,24.5679012345679,76.4126464122397,"DAB2"
"positive regulation of cellular component biogenesis (GO:0044089)","1/92",0.045069092325524,0.0707386092773092,0,0,24.2967032967033,75.3090552102818,"TFRC"
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)","1/92",0.045069092325524,0.0707386092773092,0,0,24.2967032967033,75.3090552102818,"DAB2"
"positive regulation of peptidyl-serine phosphorylation (GO:0033138)","1/93",0.0455487630468528,0.0707386092773092,0,0,24.0314009661836,74.2323201774775,"TFRC"
"regulation of epithelial cell proliferation (GO:0050678)","1/93",0.0455487630468528,0.0707386092773092,0,0,24.0314009661836,74.2323201774775,"MTSS1"
"cellular transition metal ion homeostasis (GO:0046916)","1/96",0.0469864744639165,0.071604144171966,0,0,23.2690058479532,71.15418818005,"TFRC"
"antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","1/98",0.0479438656358351,0.071604144171966,0,0,22.786941580756,69.220448859451,"LGMN"
"regulation of neuron apoptotic process (GO:0043523)","1/98",0.0479438656358351,0.071604144171966,0,0,22.786941580756,69.220448859451,"LGMN"
"negative regulation of neuron death (GO:1901215)","1/98",0.0479438656358351,0.071604144171966,0,0,22.786941580756,69.220448859451,"LGMN"
"regulation of peptidyl-serine phosphorylation (GO:0033135)","1/98",0.0479438656358351,0.071604144171966,0,0,22.786941580756,69.220448859451,"TFRC"
"antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","1/100",0.0489003911418305,0.071604144171966,0,0,22.324354657688,67.3742300304506,"LGMN"
"regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)","1/100",0.0489003911418305,0.071604144171966,0,0,22.324354657688,67.3742300304506,"DAB2"
"cell-matrix adhesion (GO:0007160)","1/100",0.0489003911418305,0.071604144171966,0,0,22.324354657688,67.3742300304506,"LYVE1"
"epithelial cell differentiation (GO:0030855)","1/101",0.0493783294859183,0.0717911882596684,0,0,22.1,66.4821841215198,"DAB2"
"regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","1/102",0.0498560516752303,0.0718360263810061,0,0,21.8800880088009,65.6099686868589,"DAB2"
"antigen processing and presentation of exogenous peptide antigen (GO:0002478)","1/103",0.0503335577922039,0.0718360263810061,0,0,21.6644880174292,64.7569587162893,"LGMN"
"regulation of apoptotic process (GO:0042981)","2/742",0.0507668568572179,0.0718360263810061,0,0,6.50337837837838,19.3833944448467,"DAB2;TFRC"
"steroid metabolic process (GO:0008202)","1/104",0.0508108479280287,0.0718360263810061,0,0,21.453074433657,63.9225546658949,"LGMN"
"protein processing (GO:0016485)","1/106",0.0517647805964338,0.0726834248100611,0,0,21.042328042328,62.3072859663839,"LGMN"
"response to calcium ion (GO:0051592)","1/107",0.0522414233078483,0.0728536855653666,0,0,20.8427672955975,61.5253385208774,"LGMN"
"regulation of cell population proliferation (GO:0042127)","2/764",0.0535085679937446,0.0741165975589031,0,0,6.30839895013123,18.4704463768461,"TFRC;LGMN"
"cellular response to lectin (GO:1990858)","1/115",0.0560468093341457,0.0765973060899992,0,0,19.3723196881092,55.8226575922836,"CD209"
"stimulatory C-type lectin receptor signaling pathway (GO:0002223)","1/115",0.0560468093341457,0.0765973060899992,0,0,19.3723196881092,55.8226575922836,"CD209"
"regulation of protein-containing complex assembly (GO:0043254)","1/116",0.0565215144325385,0.0767345063488105,0,0,19.2028985507246,55.1724993207883,"TFRC"
"positive regulation of protein-containing complex assembly (GO:0031334)","1/118",0.057470280137792,0.0770026629297213,0,0,18.8727445394112,53.9097556963256,"TFRC"
"regulation of protein binding (GO:0043393)","1/118",0.057470280137792,0.0770026629297213,0,0,18.8727445394112,53.9097556963256,"DAB2"
"innate immune response activating cell surface receptor signaling pathway (GO:0002220)","1/119",0.0579443409196368,0.0771337005748411,0,0,18.7118644067797,53.2964863529665,"CD209"
"platelet degranulation (GO:0002576)","1/125",0.0607842020747779,0.080392009195674,0,0,17.8010752688172,49.8505825836944,"F13A1"
"cellular response to metal ion (GO:0071248)","1/131",0.0636163562830487,0.0835984169104165,0,0,16.974358974359,46.7624012780488,"LGMN"
"negative regulation of inflammatory response to antigenic stimulus (GO:0002862)","1/136",0.0659706109648585,0.0861399697311846,0,0,16.3415637860082,44.4252916310185,"CD163"
"regulation of inflammatory response to antigenic stimulus (GO:0002861)","1/137",0.0664408221450692,0.0862048641755644,0,0,16.2205882352941,43.9812104842916,"CD163"
"regulation of cellular component organization (GO:0051128)","1/139",0.0673806054536277,0.0868743655219728,0,0,15.9838969404187,43.1149325245792,"TFRC"
"enzyme linked receptor protein signaling pathway (GO:0007167)","1/140",0.0678501777388972,0.086933040227962,0,0,15.8681055155875,42.6923964226082,"MTSS1"
"positive regulation of NF-kappaB transcription factor activity (GO:0051092)","1/155",0.0748682748782873,0.0953291698760801,0,0,14.3116883116883,37.0962545339264,"TFRC"
"cellular response to growth factor stimulus (GO:0071363)","1/158",0.0762661742978172,0.0965096650064971,0,0,14.036093418259,36.1222480385121,"LGMN"
"negative regulation of canonical Wnt signaling pathway (GO:0090090)","1/165",0.0795205496250797,0.100010507197186,0,0,13.4322493224932,34.0069602787413,"DAB2"
"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)","1/170",0.0818387819286868,0.102253748215516,0,0,13.0315581854043,32.6180427988393,"CD209"
"positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)","1/171",0.0823017973441961,0.102253748215516,0,0,12.9542483660131,32.3514519164839,"TFRC"
"positive regulation of developmental process (GO:0051094)","1/177",0.0850754796261192,0.104375537396231,0,0,12.5088383838384,30.8244849521548,"TFRC"
"negative regulation of immune response (GO:0050777)","1/178",0.0855370257686186,0.104375537396231,0,0,12.4375392341494,30.5814954331455,"CD163"
"regulation of mitotic cell cycle (GO:0007346)","1/178",0.0855370257686186,0.104375537396231,0,0,12.4375392341494,30.5814954331455,"LGMN"
"regulated exocytosis (GO:0045055)","1/180",0.0864594894435786,0.104876895478897,0,0,12.2973308504035,30.1048411601001,"F13A1"
"negative regulation of Wnt signaling pathway (GO:0030178)","1/191",0.0915180865089628,0.110360045496102,0,0,11.5789473684211,27.6877950043842,"DAB2"
"negative regulation of macromolecule metabolic process (GO:0010605)","1/194",0.0928933214804807,0.111363338616951,0,0,11.3972366148532,27.0832935441002,"LGMN"
"regulation of gene expression (GO:0010468)","2/1079",0.0981515118139089,0.116982906522391,0,0,4.39020427112349,10.190730736594,"TFRC;LGMN"
"negative regulation of inflammatory response (GO:0050728)","1/212",0.101105459175464,0.119807046999827,0,0,10.4154818325434,23.8680260595435,"CD163"
"regulation of cell growth (GO:0001558)","1/217",0.103374702415639,0.121792034455207,0,0,10.1718106995885,23.0838563866398,"TFRC"
"positive regulation of cell motility (GO:2000147)","1/221",0.105186383439256,0.123218334885986,0,0,9.98484848484848,22.4860926837425,"DAB2"
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","1/224",0.106542981447589,0.124098359072476,0,0,9.84902840059791,22.0540113048041,"TFRC"
"positive regulation of DNA-binding transcription factor activity (GO:0051091)","1/246",0.116434944176165,0.134854031390474,0,0,8.9546485260771,19.2562783957447,"TFRC"
"regulation of canonical Wnt signaling pathway (GO:0060828)","1/253",0.119561651506646,0.137697407634059,0,0,8.70282186948854,18.4841246514568,"DAB2"
"positive regulation of cell differentiation (GO:0045597)","1/258",0.121788913260349,0.139478923007663,0,0,8.53134457414613,17.9624555255111,"DAB2"
"negative regulation of signal transduction (GO:0009968)","1/267",0.125785209489871,0.143255377474576,0,0,8.23893065998329,17.080782255369,"LGMN"
"positive regulation of cell migration (GO:0030335)","1/269",0.126671049574582,0.14346721084414,0,0,8.17661691542289,16.8942128176159,"DAB2"
"plasma membrane bounded cell projection assembly (GO:0120031)","1/278",0.130647341231852,0.147157719519394,0,0,7.90734055354994,16.0934436248303,"MTSS1"
"proteolysis (GO:0006508)","1/287",0.134607331752379,0.15078963393026,0,0,7.65501165501165,15.3513097931102,"LGMN"
"negative regulation of gene expression (GO:0010629)","1/322",0.149853440030554,0.166956278294911,0,0,6.80823814468674,12.9226999992016,"LGMN"
"protein transport (GO:0015031)","1/369",0.169946460366191,0.18831905067605,0,0,5.92451690821256,10.4998544260896,"TFRC"
"negative regulation of cell population proliferation (GO:0008285)","1/379",0.174166019870214,0.191957172437601,0,0,5.76484420928865,10.0754851223449,"MTSS1"
"positive regulation of macromolecule metabolic process (GO:0010604)","1/384",0.176268551661655,0.193235578024809,0,0,5.68813460980563,9.87316022498115,"TFRC"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","1/404",0.184630588158104,0.20132590730006,0,0,5.40033085194375,9.12330960396866,"MTSS1"
"regulation of cell migration (GO:0030334)","1/408",0.186293798433714,0.202064702004822,0,0,5.34616434616435,8.98385650257227,"DAB2"
"cellular protein metabolic process (GO:0044267)","1/417",0.190024862913143,0.205026825774707,0,0,5.22809829059829,8.68178189273992,"LGMN"
"positive regulation of cell population proliferation (GO:0008284)","1/474",0.213299544694369,0.228794303571226,0,0,4.58468404980033,7.08360179705667,"LGMN"
"neutrophil degranulation (GO:0043312)","1/481",0.216115936074262,0.228794303571226,0,0,4.5162037037037,6.91855434022832,"FGL2"
"positive regulation of gene expression (GO:0010628)","1/482",0.216517536062526,0.228794303571226,0,0,4.50658350658351,6.89545013213669,"TFRC"
