"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928","1/81",0.039778377237952,0.0695333652193974,0,0,27.6527777777778,89.1644960195625,"ISG15"
"Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340","1/84",0.0412239094208195,0.0695333652193974,0,0,26.6492637215529,84.9774896594187,"HELZ2"
"Mitochondrial Biogenesis R-HSA-1592230","1/89",0.0436287781768768,0.0695333652193974,0,0,25.1287878787879,78.7043259793786,"HELZ2"
"Interferon Gamma Signaling R-HSA-877300","1/89",0.0436287781768768,0.0695333652193974,0,0,25.1287878787879,78.7043259793786,"OAS2"
"PPARA Activates Gene Expression R-HSA-1989781","1/116",0.0565215144325385,0.0841007510418423,0,0,19.2028985507246,55.1724993207883,"HELZ2"
"Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206","1/118",0.057470280137792,0.0841007510418423,0,0,18.8727445394112,53.9097556963256,"HELZ2"
"SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671","1/121",0.0588918187809667,0.0841007510418423,0,0,18.3981481481481,52.1045324627346,"ISG15"
"Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849","1/122",0.0593652360295357,0.0841007510418423,0,0,18.2451790633609,51.5252336372963,"PARP14"
"Metabolism Of Steroids R-HSA-8957322","1/153",0.0739352845331792,0.101732141549494,0,0,14.5014619883041,37.770001818957,"HELZ2"
"Influenza Infection R-HSA-168255","1/157",0.0758004191937405,0.101732141549494,0,0,14.1267806267806,36.4421702137199,"ISG15"
"Infectious Disease R-HSA-5663205","2/961",0.0803418224109107,0.105062383152729,0,0,4.961157455683,12.5093847181807,"ISG15;PARP14"
"Cellular Response To Chemical Stress R-HSA-9711123","1/182",0.0873811155878079,0.11098328662798,0,0,12.1602209944751,29.6402479043769,"HELZ2"
"Metabolism Of Vitamins And Cofactors R-HSA-196854","1/186",0.0892218578773956,0.11098328662798,0,0,11.8948948948949,28.7455506425572,"PARP14"
"SARS-CoV-2-host Interactions R-HSA-9705683","1/196",0.0938091036064344,0.113911054379242,0,0,11.2792022792023,26.6921574611874,"ISG15"
"Organelle Biogenesis And Maintenance R-HSA-1852241","1/275",0.129323724850713,0.153383952729915,0,0,7.99513381995134,16.3535387230256,"HELZ2"
"DNA Repair R-HSA-73894","1/310",0.144653657634086,0.167666739530418,0,0,7.07695073714491,13.6826682850859,"ISG15"
"Disease R-HSA-1643685","2/1736",0.21328480564608,0.241722779732224,0,0,2.6320645905421,4.06687377692315,"ISG15;PARP14"
"Metabolism R-HSA-1430728","2/2049",0.273396567601958,0.303113585819562,0,0,2.19137762579384,2.84184843037409,"HELZ2;PARP14"
"Cellular Responses To Stress R-HSA-2262752","1/722",0.307717253148218,0.325493953993284,0,0,2.96948682385576,3.49975974685806,"HELZ2"
"Metabolism Of Lipids R-HSA-556833","1/732",0.311300762327302,0.325493953993284,0,0,2.92734458124335,3.41619869296118,"HELZ2"
"Cellular Responses To Stimuli R-HSA-8953897","1/736",0.312729485209233,0.325493953993284,0,0,2.91080876795163,3.38357279992061,"HELZ2"
"Innate Immune System R-HSA-168249","1/1035",0.4122730646132,0.420518525905464,0,0,2.03696539866753,1.80489264951696,"ISG15"
"Developmental Biology R-HSA-1266738","1/1073",0.423946405102031,0.423946405102031,0,0,1.96082089552239,1.68267499025339,"HELZ2"
