"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260","1/36",0.0178587410119325,0.0484737256038169,0,0,63.3492063492063,254.997165595292,"APOE"
"NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569","1/36",0.0178587410119325,0.0484737256038169,0,0,63.3492063492063,254.997165595292,"APOE"
"ROS And RNS Production In Phagocytes R-HSA-1222556","1/36",0.0178587410119325,0.0484737256038169,0,0,63.3492063492063,254.997165595292,"SLC11A1"
"Retinoid Metabolism And Transport R-HSA-975634","1/43",0.0212977650246516,0.0552378750084573,0,0,52.7724867724868,203.129383176071,"APOE"
"Heme Signaling R-HSA-9707616","1/45",0.0222783509374742,0.0552378750084573,0,0,50.3686868686869,191.609530522956,"HMOX1"
"NR1H2 And NR1H3-mediated Signaling R-HSA-9024446","1/46",0.0227683122669265,0.0552378750084573,0,0,49.2469135802469,186.270812956763,"APOE"
"Metabolism Of Fat-Soluble Vitamins R-HSA-6806667","1/47",0.0232580526351399,0.0552378750084573,0,0,48.1739130434783,181.187090155358,"APOE"
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643","1/53",0.0261918594705428,0.0603206460533713,0,0,42.6025641025641,155.171601418471,"HMOX1"
"Cytoprotection By HMOX1 R-HSA-9707564","1/57",0.0281433225032358,0.0611112145784549,0,0,39.5515873015873,141.216773601099,"HMOX1"
"Signaling By ERBB4 R-HSA-1236394","1/57",0.0281433225032358,0.0611112145784549,0,0,39.5515873015873,141.216773601099,"APOE"
"Iron Uptake And Transport R-HSA-917937","1/59",0.0291177336711439,0.061470771083526,0,0,38.183908045977,135.033873528638,"HMOX1"
"Semaphorin Interactions R-HSA-373755","1/64",0.0315499162070124,0.0648052332900796,0,0,35.1446208112875,121.466288289776,"TREM2"
"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824","1/71",0.0349457600054769,0.0698915200109537,0,0,31.6190476190476,106.048961940834,"APOE"
"Nuclear Events Mediated By NFE2L2 R-HSA-9759194","1/78",0.038330883967986,0.0719471605450093,0,0,28.7344877344877,93.7175127185076,"HMOX1"
"Vesicle-mediated Transport R-HSA-5653656","2/637",0.0384713803052642,0.0719471605450093,0,0,7.62007874015748,24.8250025259642,"MSR1;APOE"
"Amyloid Fiber Formation R-HSA-977225","1/79",0.0388135997677024,0.0719471605450093,0,0,28.3646723646724,92.1563832512611,"APOE"
"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366","1/86",0.0421865092184754,0.0763374928715269,0,0,26.0196078431373,82.3690963539015,"SLC11A1"
"Antimicrobial Peptides R-HSA-6803157","1/89",0.0436287781768768,0.077111328870759,0,0,25.1287878787879,78.7043259793786,"SLC11A1"
"Visual Phototransduction R-HSA-2187338","1/98",0.0479438656358351,0.0825873272617581,0,0,22.786941580756,69.220448859451,"APOE"
"KEAP1-NFE2L2 Pathway R-HSA-9755511","1/100",0.0489003911418305,0.0825873272617581,0,0,22.324354657688,67.3742300304506,"HMOX1"
"Post-translational Protein Phosphorylation R-HSA-8957275","1/106",0.0517647805964338,0.0844754930084355,0,0,21.042328042328,62.3072859663839,"APOE"
"Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807","1/107",0.0522414233078483,0.0844754930084355,0,0,20.8427672955975,61.5253385208774,"HMOX1"
"Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426","1/123",0.0598384389285161,0.0928106399707597,0,0,18.0947176684882,50.9566616878396,"APOE"
"Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933","1/123",0.0598384389285161,0.0928106399707597,0,0,18.0947176684882,50.9566616878396,"TREM2"
"Cell Surface Interactions At Vascular Wall R-HSA-202733","1/134",0.0650295490975947,0.098844914628344,0,0,16.5889724310777,45.336226888591,"OLR1"
"Protein Localization R-HSA-9609507","1/164",0.0790562715258447,0.11780934580322,0,0,13.5153374233129,34.2964578353993,"HMOX1"
"Cellular Response To Chemical Stress R-HSA-9711123","1/182",0.0873811155878079,0.127710861243719,0,0,12.1602209944751,29.6402479043769,"HMOX1"
"Metabolism Of Vitamins And Cofactors R-HSA-196854","1/186",0.0892218578773956,0.127940777333624,0,0,11.8948948948949,28.7455506425572,"APOE"
"Leishmania Infection R-HSA-9658195","1/247",0.116882227629419,0.161509987269743,0,0,8.91779584462511,19.1428375827684,"HMOX1"
"SLC-mediated Transmembrane Transport R-HSA-425407","1/247",0.116882227629419,0.161509987269743,0,0,8.91779584462511,19.1428375827684,"SLC11A1"
"Signaling By Nuclear Receptors R-HSA-9006931","1/260",0.122678397196049,0.166492110480352,0,0,8.46460746460746,17.7603463116617,"APOE"
"Signaling By Interleukins R-HSA-449147","1/453",0.204795643403638,0.273060857871517,0,0,4.80285152409046,7.6160865441258,"HMOX1"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","1/496",0.222120526143145,0.291054482532397,0,0,4.37598204264871,6.58381872838317,"APOE"
"Axon Guidance R-HSA-422475","1/519",0.231247190360741,0.29787773673587,0,0,4.17674817674818,6.1158789183612,"TREM2"
"Nervous System Development R-HSA-9675108","1/545",0.24144815201287,0.305834325882968,0,0,3.9718137254902,5.64434655221452,"TREM2"
"Hemostasis R-HSA-109582","1/576",0.253451514028434,0.315775656822312,0,0,3.75169082125604,5.1495060685905,"OLR1"
"Sensory Perception R-HSA-9709957","1/616",0.26868703668183,0.32935830302934,0,0,3.50045167118338,4.60032162174622,"APOE"
"Metabolism R-HSA-1430728","2/2049",0.273396567601958,0.329811732345219,0,0,2.19137762579384,2.84184843037409,"HMOX1;APOE"
"Cytokine Signaling In Immune System R-HSA-1280215","1/702",0.300499846694483,0.354737923520921,0,0,3.05737834839119,3.67591055484115,"HMOX1"
"Cellular Responses To Stress R-HSA-2262752","1/722",0.307717253148218,0.354737923520921,0,0,2.96948682385576,3.49975974685806,"HMOX1"
"Adaptive Immune System R-HSA-1280218","1/733",0.311658193411633,0.354737923520921,0,0,2.92319368548877,3.40800017144573,"TREM2"
"Cellular Responses To Stimuli R-HSA-8953897","1/736",0.312729485209233,0.354737923520921,0,0,2.91080876795163,3.38357279992061,"HMOX1"
"Infectious Disease R-HSA-5663205","1/961",0.388927920080088,0.434684145971863,0,0,2.2025462962963,2.07999936905332,"HMOX1"
"Developmental Biology R-HSA-1266738","1/1073",0.423946405102031,0.466955460692092,0,0,1.96082089552239,1.68267499025339,"TREM2"
"Generic Transcription Pathway R-HSA-212436","1/1190",0.458589530099033,0.497897204107522,0,0,1.7569386038688,1.36970887693827,"APOE"
"RNA Polymerase II Transcription R-HSA-73857","1/1312",0.492705423134322,0.527402988143781,0,0,1.58310026273413,1.12058770974791,"APOE"
"Post-translational Protein Modification R-HSA-597592","1/1383",0.511656964949175,0.540082351890796,0,0,1.49606045988101,1.00251141397366,"APOE"
"Gene Expression (Transcription) R-HSA-74160","1/1449",0.528699866656233,0.550427258436626,0,0,1.42280540208717,0.906802781657075,"APOE"
"Disease R-HSA-1643685","1/1736",0.596756940268448,0.612885506221649,0,0,1.16906820365034,0.603526063388687,"HMOX1"
"Metabolism Of Proteins R-HSA-392499","1/1890",0.629504085206715,0.637897473009471,0,0,1.06470207634845,0.492768540848479,"APOE"
"Signal Transduction R-HSA-162582","1/2465",0.731699334058651,0.731699334058651,0,0,0.790313852813853,0.246882663323061,"APOE"
