"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"protein K29-linked deubiquitination (GO:0035523)","1/5",0.00249770786419674,0.0256373910345729,0,0,555.166666666667,3326.77064151216,"YOD1"
"regulation of protein kinase C activity (GO:1900019)","1/5",0.00249770786419674,0.0256373910345729,0,0,555.166666666667,3326.77064151216,"TCIM"
"heat acclimation (GO:0010286)","1/6",0.00299657817287215,0.0256373910345729,0,0,444.111111111111,2580.41179429264,"HSPA1B"
"regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432)","1/6",0.00299657817287215,0.0256373910345729,0,0,444.111111111111,2580.41179429264,"HSPA1B"
"cellular heat acclimation (GO:0070370)","1/6",0.00299657817287215,0.0256373910345729,0,0,444.111111111111,2580.41179429264,"HSPA1B"
"positive regulation of microtubule nucleation (GO:0090063)","1/7",0.003495224297089,0.028329712723774,0,0,370.074074074074,2093.27134911451,"HSPA1B"
"negative regulation of retrograde protein transport, ER to cytosol (GO:1904153)","1/9",0.00449184410751083,0.0284604427762804,0,0,277.527777777778,1500.17416789664,"YOD1"
"positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265)","1/9",0.00449184410751083,0.0284604427762804,0,0,277.527777777778,1500.17416789664,"HSPA1B"
"positive regulation of protein kinase A signaling (GO:0010739)","1/9",0.00449184410751083,0.0284604427762804,0,0,277.527777777778,1500.17416789664,"TCIM"
"regulation of DNA-templated transcription in response to stress (GO:0043620)","1/9",0.00449184410751083,0.0284604427762804,0,0,277.527777777778,1500.17416789664,"TCIM"
"regulation of microtubule nucleation (GO:0010968)","1/10",0.00498981788934786,0.0284604427762804,0,0,246.679012345679,1307.48654986014,"HSPA1B"
"negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)","1/10",0.00498981788934786,0.0284604427762804,0,0,246.679012345679,1307.48654986014,"DNAJB1"
"protein K11-linked deubiquitination (GO:0035871)","1/10",0.00498981788934786,0.0284604427762804,0,0,246.679012345679,1307.48654986014,"YOD1"
"negative regulation of protein exit from endoplasmic reticulum (GO:0070862)","1/10",0.00498981788934786,0.0284604427762804,0,0,246.679012345679,1307.48654986014,"YOD1"
"negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)","1/12",0.00598509351248777,0.0317829103766592,0,0,201.808080808081,1032.95129457314,"HEXIM1"
"megakaryocyte differentiation (GO:0030219)","1/12",0.00598509351248777,0.0317829103766592,0,0,201.808080808081,1032.95129457314,"CDKN2B"
"regulation of retrograde protein transport, ER to cytosol (GO:1904152)","1/13",0.00648239549203707,0.0332762968591236,0,0,184.981481481481,932.059746399125,"YOD1"
"negative regulation of viral transcription (GO:0032897)","1/14",0.00697947368021334,0.0335887170860267,0,0,170.74358974359,847.704661538015,"HEXIM1"
"negative regulation of DNA-templated transcription, elongation (GO:0032785)","1/14",0.00697947368021334,0.0335887170860267,0,0,170.74358974359,847.704661538015,"HEXIM1"
"regulation of mitotic spindle assembly (GO:1901673)","1/19",0.00946151051239574,0.0417265951907431,0,0,123.283950617284,574.567716360615,"HSPA1B"
"negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)","1/20",0.0099572476243862,0.0417265951907431,0,0,116.789473684211,538.335775363175,"HEXIM1"
"regulation of protein kinase A signaling (GO:0010738)","1/20",0.0099572476243862,0.0417265951907431,0,0,116.789473684211,538.335775363175,"TCIM"
"regulation of protein modification by small protein conjugation or removal (GO:1903320)","1/20",0.0099572476243862,0.0417265951907431,0,0,116.789473684211,538.335775363175,"HSPA1B"
"negative regulation of cyclin-dependent protein kinase activity (GO:1904030)","1/22",0.0109480522580433,0.0417265951907431,0,0,105.656084656085,476.99429568907,"HEXIM1"
"negative regulation of phosphate metabolic process (GO:0045936)","1/22",0.0109480522580433,0.0417265951907431,0,0,105.656084656085,476.99429568907,"CDKN2B"
"positive regulation of signal transduction by p53 class mediator (GO:1901798)","1/22",0.0109480522580433,0.0417265951907431,0,0,105.656084656085,476.99429568907,"HEXIM1"
"negative regulation of signal transduction in absence of ligand (GO:1901099)","1/23",0.0114431199495764,0.0417265951907431,0,0,100.848484848485,450.82969906826,"HSPA1B"
"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)","1/23",0.0114431199495764,0.0417265951907431,0,0,100.848484848485,450.82969906826,"HSPA1B"
"positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)","1/24",0.0119379646683198,0.0417265951907431,0,0,96.4589371980676,427.12322672632,"CDKN2B"
"positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)","1/24",0.0119379646683198,0.0417265951907431,0,0,96.4589371980676,427.12322672632,"CDKN2B"
"protein K48-linked deubiquitination (GO:0071108)","1/24",0.0119379646683198,0.0417265951907431,0,0,96.4589371980676,427.12322672632,"YOD1"
"regulation of spindle assembly (GO:0090169)","1/25",0.0124325865055396,0.0417265951907431,0,0,92.4351851851852,405.553302875665,"HSPA1B"
"positive regulation of erythrocyte differentiation (GO:0045648)","1/27",0.0134211618656948,0.0417265951907431,0,0,85.3162393162393,367.791701998077,"HSPA1B"
"cellular response to unfolded protein (GO:0034620)","1/27",0.0134211618656948,0.0417265951907431,0,0,85.3162393162393,367.791701998077,"HSPA1B"
"cellular senescence (GO:0090398)","1/27",0.0134211618656948,0.0417265951907431,0,0,85.3162393162393,367.791701998077,"CDKN2B"
"regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)","1/27",0.0134211618656948,0.0417265951907431,0,0,85.3162393162393,367.791701998077,"HEXIM1"
"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","1/28",0.0139151155631478,0.0417265951907431,0,0,82.1522633744856,351.182817850539,"HSPA1B"
"positive regulation of microtubule polymerization (GO:0031116)","1/28",0.0139151155631478,0.0417265951907431,0,0,82.1522633744856,351.182817850539,"HSPA1B"
"negative regulation of cell population proliferation (GO:0008285)","2/379",0.0145747361509206,0.0417265951907431,0,0,13.0059681697613,54.9952896477365,"CDKN2B;HSPA1B"
"negative regulation of programmed cell death (GO:0043069)","2/381",0.0147213053222768,0.0417265951907431,0,0,12.9360158311346,54.570058782221,"TCIM;HSPA1B"
"negative regulation of Notch signaling pathway (GO:0045746)","1/30",0.0149023554252654,0.0417265951907431,0,0,76.4789272030651,321.688416559315,"TCIM"
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)","1/30",0.0149023554252654,0.0417265951907431,0,0,76.4789272030651,321.688416559315,"UTP3"
"cellular response to topologically incorrect protein (GO:0035967)","1/32",0.0158887058240638,0.0429273806474706,0,0,71.5376344086021,296.31937970283,"HSPA1B"
"protein K63-linked deubiquitination (GO:0070536)","1/32",0.0158887058240638,0.0429273806474706,0,0,71.5376344086021,296.31937970283,"YOD1"
"regulation of mitotic spindle organization (GO:0060236)","1/35",0.0173665651965465,0.0434770311909416,0,0,65.2156862745098,264.332771444539,"HSPA1B"
"negative regulation of cell cycle G1/S phase transition (GO:1902807)","1/35",0.0173665651965465,0.0434770311909416,0,0,65.2156862745098,264.332771444539,"CDKN2B"
"maturation of SSU-rRNA (GO:0030490)","1/35",0.0173665651965465,0.0434770311909416,0,0,65.2156862745098,264.332771444539,"UTP3"
"regulation of cell cycle G1/S phase transition (GO:1902806)","1/36",0.0178587410119325,0.0434770311909416,0,0,63.3492063492063,254.997165595292,"TCIM"
"positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/36",0.0178587410119325,0.0434770311909416,0,0,63.3492063492063,254.997165595292,"HSPA1B"
"positive regulation of myeloid cell differentiation (GO:0045639)","1/37",0.0183506949831896,0.0434770311909416,0,0,61.5864197530864,246.227915397722,"HSPA1B"
"negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)","1/37",0.0183506949831896,0.0434770311909416,0,0,61.5864197530864,246.227915397722,"CDKN2B"
"regulation of erythrocyte differentiation (GO:0045646)","1/37",0.0183506949831896,0.0434770311909416,0,0,61.5864197530864,246.227915397722,"HSPA1B"
"odontogenesis (GO:0042476)","1/39",0.0193339377497967,0.0451125214161922,0,0,58.3391812865497,230.20018425525,"TUFT1"
"regulation of G0 to G1 transition (GO:0070316)","1/41",0.0203162941970357,0.0460104309756397,0,0,55.4166666666667,215.921734165782,"CDKN2B"
"regulation of viral transcription (GO:0046782)","1/41",0.0203162941970357,0.0460104309756397,0,0,55.4166666666667,215.921734165782,"HEXIM1"
"positive regulation of ATPase activity (GO:0032781)","1/42",0.0208071402680989,0.0464391246563366,0,0,54.0623306233062,209.35416251688,"DNAJB1"
"mRNA catabolic process (GO:0006402)","1/44",0.0217881685512208,0.0479339708126857,0,0,51.5426356589147,197.222132033002,"HSPA1B"
"negative regulation of apoptotic process (GO:0043066)","2/485",0.0232146575493646,0.0503529191915796,0,0,10.0967908902692,37.9939354415718,"TCIM;HSPA1B"
"RNA catabolic process (GO:0006401)","1/49",0.0242368708211977,0.0518399737008951,0,0,46.162037037037,171.717248380445,"HSPA1B"
"negative regulation of protein ubiquitination (GO:0031397)","1/51",0.0252148061968427,0.0531928788262161,0,0,44.3111111111111,163.079241679152,"HSPA1B"
"myeloid cell differentiation (GO:0030099)","1/52",0.0257034430516593,0.0534909490534531,0,0,43.4400871459695,159.039820378248,"CDKN2B"
"positive regulation of NIK/NF-kappaB signaling (GO:1901224)","1/53",0.0261918594705428,0.0537806181128479,0,0,42.6025641025641,155.171601418471,"TCIM"
"regulation of cyclin-dependent protein kinase activity (GO:1904029)","1/54",0.026680055532624,0.0540622177897907,0,0,41.7966457023061,151.464313783153,"CDKN2B"
"negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","1/55",0.0271680313352526,0.0543360626705051,0,0,41.0205761316872,147.908478586671,"HSPA1B"
"regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)","1/58",0.0286306380412392,0.0564393029457851,0,0,38.8557504873294,138.065278498392,"HSPA1B"
"positive regulation of intracellular signal transduction (GO:1902533)","2/546",0.0289526294332274,0.0564393029457851,0,0,8.93658088235294,31.6542117792985,"HEXIM1;TCIM"
"positive regulation of interleukin-8 production (GO:0032757)","1/61",0.030091265543298,0.0579256861708487,0,0,36.9074074074074,129.305852202468,"HSPA1B"
"negative regulation of cellular process (GO:0048523)","2/566",0.0309487770078058,0.0588408846815072,0,0,8.61081560283688,29.9262162250889,"CDKN2B;HSPA1B"
"cellular response to nutrient levels (GO:0031669)","1/66",0.0325212529076381,0.0610764993631252,0,0,34.0598290598291,116.684255974204,"CDKN2B"
"negative regulation of viral process (GO:0048525)","1/70",0.0344612964819566,0.06394023684604,0,0,32.0789049919485,108.039135201302,"HEXIM1"
"regulation of G1/S transition of mitotic cell cycle (GO:2000045)","1/71",0.0349457600054769,0.0640672266767076,0,0,31.6190476190476,106.048961940834,"CDKN2B"
"negative regulation of epithelial cell proliferation (GO:0050680)","1/72",0.0354300047601862,0.0641908321537491,0,0,31.1721439749609,104.121077653703,"CDKN2B"
"ubiquitin-dependent ERAD pathway (GO:0030433)","1/73",0.0359140308301435,0.064311171486536,0,0,30.7376543209877,102.252717817303,"YOD1"
"negative regulation of protein serine/threonine kinase activity (GO:0071901)","1/78",0.038330883967986,0.0657782501541885,0,0,28.7344877344877,93.7175127185076,"HEXIM1"
"positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","1/79",0.0388135997677024,0.0657782501541885,0,0,28.3646723646724,92.1563832512611,"HSPA1B"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","1/79",0.0388135997677024,0.0657782501541885,0,0,28.3646723646724,92.1563832512611,"HSPA1B"
"negative regulation of cell cycle (GO:0045786)","1/80",0.03929609749471,0.0657782501541885,0,0,28.0042194092827,90.6392984988873,"HEXIM1"
"regulation of NIK/NF-kappaB signaling (GO:1901222)","1/80",0.03929609749471,0.0657782501541885,0,0,28.0042194092827,90.6392984988873,"TCIM"
"negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","1/80",0.03929609749471,0.0657782501541885,0,0,28.0042194092827,90.6392984988873,"HSPA1B"
"regulation of interleukin-8 production (GO:0032677)","1/81",0.039778377237952,0.0658695709101571,0,0,27.6527777777778,89.1644960195625,"HSPA1B"
"regulation of Notch signaling pathway (GO:0008593)","1/83",0.0407422831141832,0.0667479957402576,0,0,26.9756097560976,86.3351376706654,"TCIM"
"positive regulation of proteasomal protein catabolic process (GO:1901800)","1/86",0.0421865092184754,0.067048901672757,0,0,26.0196078431373,82.3690963539015,"HSPA1B"
"negative regulation of phosphorylation (GO:0042326)","1/86",0.0421865092184754,0.067048901672757,0,0,26.0196078431373,82.3690963539015,"CDKN2B"
"ERAD pathway (GO:0036503)","1/87",0.0426674828826635,0.067048901672757,0,0,25.7157622739018,81.115696295005,"YOD1"
"regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)","1/87",0.0426674828826635,0.067048901672757,0,0,25.7157622739018,81.115696295005,"DNAJB1"
"negative regulation of transcription by RNA polymerase II (GO:0000122)","2/684",0.0438091441286487,0.0681475575334535,0,0,7.07771260997067,22.1384672540141,"HEXIM1;DNAJB1"
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)","1/92",0.045069092325524,0.0682109325772431,0,0,24.2967032967033,75.3090552102818,"CDKN2B"
"negative regulation of mitotic cell cycle phase transition (GO:1901991)","1/92",0.045069092325524,0.0682109325772431,0,0,24.2967032967033,75.3090552102818,"CDKN2B"
"regulation of epithelial cell proliferation (GO:0050678)","1/93",0.0455487630468528,0.0682109325772431,0,0,24.0314009661836,74.2323201774775,"CDKN2B"
"negative regulation of cell death (GO:0060548)","1/94",0.0460282169261212,0.0682109325772431,0,0,23.7718040621266,73.1815144736218,"HSPA1B"
"regulation of cell cycle phase transition (GO:1901987)","1/95",0.0465074540299385,0.0682109325772431,0,0,23.5177304964539,72.1557526145054,"TCIM"
"mRNA metabolic process (GO:0016071)","1/95",0.0465074540299385,0.0682109325772431,0,0,23.5177304964539,72.1557526145054,"HSPA1B"
"regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)","1/100",0.0489003911418305,0.070438825302619,0,0,22.324354657688,67.3742300304506,"CDKN2B"
"cellular response to chemical stress (GO:0062197)","1/101",0.0493783294859183,0.070438825302619,0,0,22.1,66.4821841215198,"HSPA1B"
"regulation of cell death (GO:0010941)","1/102",0.0498560516752303,0.070438825302619,0,0,21.8800880088009,65.6099686868589,"HSPA1B"
"regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","1/102",0.0498560516752303,0.070438825302619,0,0,21.8800880088009,65.6099686868589,"HSPA1B"
"regulation of apoptotic process (GO:0042981)","2/742",0.0507668568572179,0.071073599600105,0,0,6.50337837837838,19.3833944448467,"TCIM;HSPA1B"
"regulation of cell cycle process (GO:0010564)","1/106",0.0517647805964338,0.0711765733200964,0,0,21.042328042328,62.3072859663839,"CDKN2B"
"positive regulation of protein serine/threonine kinase activity (GO:0071902)","1/106",0.0517647805964338,0.0711765733200964,0,0,21.042328042328,62.3072859663839,"TCIM"
"regulation of protein ubiquitination (GO:0031396)","1/109",0.0531940618974192,0.0722835041319007,0,0,20.4547325102881,60.0102682539226,"HSPA1B"
"regulation of cell population proliferation (GO:0042127)","2/764",0.0535085679937446,0.0722835041319007,0,0,6.30839895013123,18.4704463768461,"CDKN2B;HSPA1B"
"regulation of protein serine/threonine kinase activity (GO:0071900)","1/111",0.0541458386425503,0.0725083404430673,0,0,20.0808080808081,58.5571255000273,"CDKN2B"
"macroautophagy (GO:0016236)","1/120",0.0584181871042884,0.0775551794315553,0,0,18.5536881419234,52.6948494662401,"YOD1"
"cellular response to oxidative stress (GO:0034599)","1/125",0.0607842020747779,0.0786128451767994,0,0,17.8010752688172,49.8505825836944,"HSPA1B"
"regulation of phosphorylation (GO:0042325)","1/125",0.0607842020747779,0.0786128451767994,0,0,17.8010752688172,49.8505825836944,"CDKN2B"
"negative regulation of cell growth (GO:0030308)","1/126",0.0612567624754281,0.0786128451767994,0,0,17.6577777777778,49.3125409946923,"HSPA1B"
"negative regulation of growth (GO:0045926)","1/126",0.0612567624754281,0.0786128451767994,0,0,17.6577777777778,49.3125409946923,"HSPA1B"
"G2/M transition of mitotic cell cycle (GO:0000086)","1/130",0.0631448649915912,0.0803026136687664,0,0,17.1068044788975,47.2545322636978,"CDKN2B"
"cell cycle G2/M phase transition (GO:0044839)","1/131",0.0636163562830487,0.0803026136687664,0,0,16.974358974359,46.7624012780488,"CDKN2B"
"brain development (GO:0007420)","1/150",0.072534211173127,0.0908151912248907,0,0,14.7956748695004,38.81936703083,"UTP3"
"positive regulation of NF-kappaB transcription factor activity (GO:0051092)","1/155",0.0748682748782873,0.0928120458003825,0,0,14.3116883116883,37.0962545339264,"HSPA1B"
"regulation of signal transduction by p53 class mediator (GO:1901796)","1/156",0.0753344527600507,0.0928120458003825,0,0,14.2186379928315,36.7668059174728,"HEXIM1"
"rRNA metabolic process (GO:0016072)","1/162",0.0781270830081257,0.0951328988306694,0,0,13.6846100759144,34.8877982129325,"UTP3"
"negative regulation of transcription, DNA-templated (GO:0045892)","2/948",0.0784537542304871,0.0951328988306694,0,0,5.03276955602537,12.8096363089966,"HEXIM1;DNAJB1"
"rRNA processing (GO:0006364)","1/173",0.0832271978105011,0.100132722365759,0,0,12.8023255813953,31.8288997404929,"UTP3"
"protein stabilization (GO:0050821)","1/179",0.0859983623481033,0.102664711640371,0,0,12.3670411985019,30.3416331003164,"HSPA1B"
"regulation of transcription by RNA polymerase II (GO:0006357)","3/2206",0.0889733032591912,0.105399143860888,0,0,3.46028143440763,8.37187036272236,"HEXIM1;DNAJB1;CDKN2B"
"ribosome biogenesis (GO:0042254)","1/192",0.0919767065184695,0.108125288578964,0,0,11.5177428737638,27.4838675249733,"UTP3"
"ncRNA processing (GO:0034470)","1/201",0.0960949196820343,0.11211073962904,0,0,10.9944444444444,25.7535936845187,"UTP3"
"mitotic cell cycle phase transition (GO:0044772)","1/209",0.0997414334930266,0.115490080886662,0,0,10.5673076923077,24.3594840695139,"CDKN2B"
"regulation of cell growth (GO:0001558)","1/217",0.103374702415639,0.118803762477675,0,0,10.1718106995885,23.0838563866398,"HSPA1B"
"positive regulation of DNA-binding transcription factor activity (GO:0051091)","1/246",0.116434944176165,0.132822084467626,0,0,8.9546485260771,19.2562783957447,"HSPA1B"
"negative regulation of signal transduction (GO:0009968)","1/267",0.125785209489871,0.140863387718531,0,0,8.23893065998329,17.080782255369,"TCIM"
"protein deubiquitination (GO:0016579)","1/267",0.125785209489871,0.140863387718531,0,0,8.23893065998329,17.080782255369,"YOD1"
"central nervous system development (GO:0007417)","1/268",0.126228230552969,0.140863387718531,0,0,8.20765709529755,16.9870895989129,"UTP3"
"protein modification by small protein removal (GO:0070646)","1/276",0.129765131699348,0.143768563177695,0,0,7.96565656565657,16.2661028404473,"YOD1"
"regulation of cell cycle (GO:0051726)","1/296",0.138551080607614,0.152406188668376,0,0,7.4180790960452,14.6619535677713,"CDKN2B"
"proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","1/321",0.149421214011393,0.162517111019052,0,0,6.82986111111111,12.98347050198,"YOD1"
"negative regulation of gene expression (GO:0010629)","1/322",0.149853440030554,0.162517111019052,0,0,6.80823814468674,12.9226999992016,"HSPA1B"
"positive regulation of cytokine production (GO:0001819)","1/335",0.155454418333024,0.167412450512487,0,0,6.53892215568862,12.17156748663,"HSPA1B"
"positive regulation of macromolecule metabolic process (GO:0010604)","1/384",0.176268551661655,0.188509423304826,0,0,5.68813460980563,9.87316022498115,"HSPA1B"
"negative regulation of nucleic acid-templated transcription (GO:1903507)","1/464",0.209260329756443,0.222248901948222,0,0,4.68610511159107,7.32989411065812,"HEXIM1"
"neutrophil degranulation (GO:0043312)","1/481",0.216115936074262,0.226269667583188,0,0,4.5162037037037,6.91855434022832,"HSPA1B"
"positive regulation of gene expression (GO:0010628)","1/482",0.216517536062526,0.226269667583188,0,0,4.50658350658351,6.89545013213669,"HSPA1B"
"neutrophil activation involved in immune response (GO:0002283)","1/485",0.217721225204964,0.226269667583188,0,0,4.47796143250689,6.82683050731529,"HSPA1B"
"neutrophil mediated immunity (GO:0002446)","1/488",0.218923249804513,0.226269667583188,0,0,4.44969199178645,6.75923372809254,"HSPA1B"
"negative regulation of cellular macromolecule biosynthetic process (GO:2000113)","1/547",0.242227771982605,0.248687179235474,0,0,3.95685795685796,5.61033705417294,"HEXIM1"
"regulation of transcription, DNA-templated (GO:0006355)","2/2244",0.311365260602848,0.317551325383037,0,0,1.97903657448707,2.30911728354435,"HEXIM1;TCIM"
"positive regulation of transcription by RNA polymerase II (GO:0045944)","1/908",0.371698364387241,0.376589132339704,0,0,2.33774347666299,2.31360066946461,"CDKN2B"
"regulation of gene expression (GO:0010468)","1/1079",0.4257703649695,0.428553177812437,0,0,1.94928880643166,1.66441024219308,"HSPA1B"
"positive regulation of transcription, DNA-templated (GO:0045893)","1/1183",0.45657085440044,0.45657085440044,0,0,1.76800150404211,1.38613329676853,"CDKN2B"
