"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"visual perception (GO:0007601)","2/93",0.000939488499798433,0.00868962211271804,0,0,54.6675824175824,381.04261518159,"COL1A1;COL11A1"
"sensory perception of light stimulus (GO:0050953)","2/95",0.000980032569103539,0.00868962211271804,0,0,53.4865591397849,370.550857021206,"COL1A1;COL11A1"
"transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)","2/133",0.00190727188277236,0.0158541975255453,0,0,37.8988549618321,237.325714419113,"COL1A2;INHBA"
"negative regulation of B cell differentiation (GO:0045578)","1/5",0.00249770786419674,0.0166097572969083,0,0,555.166666666667,3326.77064151216,"INHBA"
"hemoglobin metabolic process (GO:0020027)","1/5",0.00249770786419674,0.0166097572969083,0,0,555.166666666667,3326.77064151216,"INHBA"
"negative regulation of macrophage differentiation (GO:0045650)","1/5",0.00249770786419674,0.0166097572969083,0,0,555.166666666667,3326.77064151216,"INHBA"
"negative regulation of gonadotropin secretion (GO:0032277)","1/5",0.00249770786419674,0.0166097572969083,0,0,555.166666666667,3326.77064151216,"INHBA"
"regulation of immune response (GO:0050776)","2/179",0.00341924152771457,0.0202115144136016,0,0,27.9844632768362,158.905200042047,"COL1A1;COL1A2"
"negative regulation of lymphocyte differentiation (GO:0045620)","1/7",0.003495224297089,0.0202115144136016,0,0,370.074074074074,2093.27134911451,"INHBA"
"collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063)","1/7",0.003495224297089,0.0202115144136016,0,0,370.074074074074,2093.27134911451,"COL1A1"
"forebrain neuron differentiation (GO:0021879)","1/8",0.00399364626134036,0.0221314563649278,0,0,317.190476190476,1751.8590547314,"INHBA"
"detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)","1/9",0.00449184410751083,0.0229775102422669,0,0,277.527777777778,1500.17416789664,"COL11A1"
"collagen-activated signaling pathway (GO:0038065)","1/9",0.00449184410751083,0.0229775102422669,0,0,277.527777777778,1500.17416789664,"COL1A1"
"positive regulation of protein maturation (GO:1903319)","1/12",0.00598509351248777,0.0294821273022546,0,0,201.808080808081,1032.95129457314,"NKD2"
"regulation of canonical Wnt signaling pathway (GO:0060828)","2/253",0.00670811517913325,0.031863547100883,0,0,19.6603585657371,98.3890310448228,"COL1A1;NKD2"
"ovarian follicle development (GO:0001541)","1/14",0.00697947368021334,0.0320093103264956,0,0,170.74358974359,847.704661538015,"INHBA"
"detection of mechanical stimulus involved in sensory perception (GO:0050974)","1/15",0.00747632815644859,0.0320758595099246,0,0,158.539682539683,776.212425317664,"COL11A1"
"regulation of macrophage differentiation (GO:0045649)","1/15",0.00747632815644859,0.0320758595099246,0,0,158.539682539683,776.212425317664,"INHBA"
"regulation of B cell differentiation (GO:0045577)","1/18",0.00896555009334736,0.0372630675754749,0,0,130.542483660131,615.425022203049,"INHBA"
"activin receptor signaling pathway (GO:0032924)","1/19",0.00946151051239574,0.0381327544893525,0,0,123.283950617284,574.567716360615,"INHBA"
"positive regulation of protein processing (GO:0010954)","1/20",0.0099572476243862,0.0389504098248048,0,0,116.789473684211,538.335775363175,"NKD2"
"negative regulation of B cell activation (GO:0050869)","1/22",0.0109480522580433,0.0393538094681016,0,0,105.656084656085,476.99429568907,"INHBA"
"female gonad development (GO:0008585)","1/22",0.0109480522580433,0.0393538094681016,0,0,105.656084656085,476.99429568907,"INHBA"
"negative regulation of phosphate metabolic process (GO:0045936)","1/22",0.0109480522580433,0.0393538094681016,0,0,105.656084656085,476.99429568907,"INHBA"
"positive regulation of multicellular organismal process (GO:0051240)","2/345",0.0121840054754285,0.0423983078265837,0,0,14.3199708454811,63.117150482032,"COL1A1;INHBA"
"regulation of protein processing (GO:0070613)","1/25",0.0124325865055396,0.0423983078265837,0,0,92.4351851851852,405.553302875665,"NKD2"
"positive regulation of erythrocyte differentiation (GO:0045648)","1/27",0.0134211618656948,0.0435540139525291,0,0,85.3162393162393,367.791701998077,"INHBA"
"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","1/28",0.0139151155631478,0.0435540139525291,0,0,82.1522633744856,351.182817850539,"INHBA"
"positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)","1/29",0.0144088467211374,0.0435540139525291,0,0,79.2142857142857,335.861672292423,"INHBA"
"negative regulation of interferon-gamma production (GO:0032689)","1/29",0.0144088467211374,0.0435540139525291,0,0,79.2142857142857,335.861672292423,"INHBA"
"negative regulation of myeloid leukocyte differentiation (GO:0002762)","1/29",0.0144088467211374,0.0435540139525291,0,0,79.2142857142857,335.861672292423,"INHBA"
"hematopoietic progenitor cell differentiation (GO:0002244)","1/32",0.0158887058240638,0.0469599527688996,0,0,71.5376344086021,296.31937970283,"INHBA"
"positive regulation of reproductive process (GO:2000243)","1/35",0.0173665651965465,0.0488128486552845,0,0,65.2156862745098,264.332771444539,"INHBA"
"embryonic skeletal system development (GO:0048706)","1/35",0.0173665651965465,0.0488128486552845,0,0,65.2156862745098,264.332771444539,"COL1A1"
"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)","1/36",0.0178587410119325,0.0488128486552845,0,0,63.3492063492063,254.997165595292,"CDH11"
"positive regulation of myeloid cell differentiation (GO:0045639)","1/37",0.0183506949831896,0.0488128486552845,0,0,61.5864197530864,246.227915397722,"INHBA"
"regulation of erythrocyte differentiation (GO:0045646)","1/37",0.0183506949831896,0.0488128486552845,0,0,61.5864197530864,246.227915397722,"INHBA"
"positive regulation of epithelial to mesenchymal transition (GO:0010718)","1/42",0.0208071402680989,0.0534453348731823,0,0,54.0623306233062,209.35416251688,"COL1A1"
"development of primary male sexual characteristics (GO:0046546)","1/43",0.0212977650246516,0.0534453348731823,0,0,52.7724867724868,203.129383176071,"INHBA"
"male gonad development (GO:0008584)","1/43",0.0212977650246516,0.0534453348731823,0,0,52.7724867724868,203.129383176071,"INHBA"
"erythrocyte differentiation (GO:0030218)","1/46",0.0227683122669265,0.0551380310624304,0,0,49.2469135802469,186.270812956763,"INHBA"
"positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","1/47",0.0232580526351399,0.0551380310624304,0,0,48.1739130434783,181.187090155358,"INHBA"
"adherens junction organization (GO:0034332)","1/49",0.0242368708211977,0.0551380310624304,0,0,46.162037037037,171.717248380445,"CDH11"
"regulation of cellular protein metabolic process (GO:0032268)","1/49",0.0242368708211977,0.0551380310624304,0,0,46.162037037037,171.717248380445,"INHBA"
"gonad development (GO:0008406)","1/51",0.0252148061968427,0.0551380310624304,0,0,44.3111111111111,163.079241679152,"INHBA"
"positive regulation of nucleic acid-templated transcription (GO:1903508)","2/511",0.025594710049856,0.0551380310624304,0,0,9.56827111984283,35.0712499678832,"COL1A1;INHBA"
"positive regulation of protein localization to cell periphery (GO:1904377)","1/52",0.0257034430516593,0.0551380310624304,0,0,43.4400871459695,159.039820378248,"NKD2"
"positive regulation of protein localization to plasma membrane (GO:1903078)","1/52",0.0257034430516593,0.0551380310624304,0,0,43.4400871459695,159.039820378248,"NKD2"
"myeloid cell differentiation (GO:0030099)","1/52",0.0257034430516593,0.0551380310624304,0,0,43.4400871459695,159.039820378248,"INHBA"
"Rho protein signal transduction (GO:0007266)","1/56",0.0276557869621033,0.0576950736285578,0,0,40.2727272727273,144.495334893691,"COL1A2"
"positive regulation of proteolysis (GO:0045862)","1/57",0.0281433225032358,0.0576950736285578,0,0,39.5515873015873,141.216773601099,"NKD2"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","1/58",0.0286306380412392,0.0576950736285578,0,0,38.8557504873294,138.065278498392,"INHBA"
"chordate embryonic development (GO:0043009)","1/58",0.0286306380412392,0.0576950736285578,0,0,38.8557504873294,138.065278498392,"COL1A1"
"cell cycle G1/S phase transition (GO:0044843)","1/63",0.0310639188209323,0.0616641970624476,0,0,35.7132616487455,123.98602688033,"INHBA"
"extracellular matrix disassembly (GO:0022617)","1/66",0.0325212529076381,0.0617903805245124,0,0,34.0598290598291,116.684255974204,"MMP11"
"cell-cell junction assembly (GO:0007043)","1/66",0.0325212529076381,0.0617903805245124,0,0,34.0598290598291,116.684255974204,"CDH11"
"cellular component disassembly (GO:0022411)","1/66",0.0325212529076381,0.0617903805245124,0,0,34.0598290598291,116.684255974204,"MMP11"
"extrinsic apoptotic signaling pathway (GO:0097191)","1/72",0.0354300047601862,0.0663688821564051,0,0,31.1721439749609,104.121077653703,"INHBA"
"regulation of epithelial to mesenchymal transition (GO:0010717)","1/76",0.0373647978046119,0.0687681706157425,0,0,29.5037037037037,96.979448633994,"COL1A1"
"positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","1/79",0.0388135997677024,0.0687681706157425,0,0,28.3646723646724,92.1563832512611,"NKD2"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","1/79",0.0388135997677024,0.0687681706157425,0,0,28.3646723646724,92.1563832512611,"NKD2"
"negative regulation of cell cycle (GO:0045786)","1/80",0.03929609749471,0.0687681706157425,0,0,28.0042194092827,90.6392984988873,"INHBA"
"regulation of protein localization to plasma membrane (GO:1903076)","1/80",0.03929609749471,0.0687681706157425,0,0,28.0042194092827,90.6392984988873,"NKD2"
"cell-cell junction organization (GO:0045216)","1/82",0.0402604390785999,0.0692692064945337,0,0,27.3100137174211,87.7303044353751,"CDH11"
"G1/S transition of mitotic cell cycle (GO:0000082)","1/85",0.0417053180950638,0.0692692064945337,0,0,26.3306878306878,83.6559293891733,"INHBA"
"positive regulation of proteasomal protein catabolic process (GO:1901800)","1/86",0.0421865092184754,0.0692692064945337,0,0,26.0196078431373,82.3690963539015,"NKD2"
"regulation of interferon-gamma production (GO:0032649)","1/86",0.0421865092184754,0.0692692064945337,0,0,26.0196078431373,82.3690963539015,"INHBA"
"negative regulation of phosphorylation (GO:0042326)","1/86",0.0421865092184754,0.0692692064945337,0,0,26.0196078431373,82.3690963539015,"INHBA"
"transforming growth factor beta receptor signaling pathway (GO:0007179)","1/89",0.0436287781768768,0.0707637499698124,0,0,25.1287878787879,78.7043259793786,"COL1A2"
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)","1/92",0.045069092325524,0.0722191479433095,0,0,24.2967032967033,75.3090552102818,"INHBA"
"hemopoiesis (GO:0030097)","1/94",0.0460282169261212,0.0728780101330252,0,0,23.7718040621266,73.1815144736218,"INHBA"
"positive regulation of protein localization to membrane (GO:1905477)","1/101",0.0493783294859183,0.0753506235546095,0,0,22.1,66.4821841215198,"NKD2"
"positive regulation of cellular protein metabolic process (GO:0032270)","1/102",0.0498560516752303,0.0753506235546095,0,0,21.8800880088009,65.6099686868589,"INHBA"
"cell junction assembly (GO:0034329)","1/102",0.0498560516752303,0.0753506235546095,0,0,21.8800880088009,65.6099686868589,"CDH11"
"regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","1/102",0.0498560516752303,0.0753506235546095,0,0,21.8800880088009,65.6099686868589,"NKD2"
"positive regulation of cellular metabolic process (GO:0031325)","1/105",0.0512879221660425,0.0764968424369521,0,0,21.2457264957265,63.1061811953445,"INHBA"
"protein localization to nucleus (GO:0034504)","1/106",0.0517647805964338,0.0764968424369521,0,0,21.042328042328,62.3072859663839,"COL1A1"
"regulation of Wnt signaling pathway (GO:0030111)","1/111",0.0541458386425503,0.0791362257083427,0,0,20.0808080808081,58.5571255000273,"NKD2"
"cellular response to transforming growth factor beta stimulus (GO:0071560)","1/114",0.0555718892963041,0.0801529638864665,0,0,19.5447394296952,56.4858174108685,"COL1A2"
"positive regulation of protein metabolic process (GO:0051247)","1/115",0.0560468093341457,0.0801529638864665,0,0,19.3723196881092,55.8226575922836,"INHBA"
"regulation of phosphorylation (GO:0042325)","1/125",0.0607842020747779,0.0848661396794994,0,0,17.8010752688172,49.8505825836944,"INHBA"
"negative regulation of cell growth (GO:0030308)","1/126",0.0612567624754281,0.0848661396794994,0,0,17.6577777777778,49.3125409946923,"INHBA"
"negative regulation of growth (GO:0045926)","1/126",0.0612567624754281,0.0848661396794994,0,0,17.6577777777778,49.3125409946923,"INHBA"
"positive regulation of canonical Wnt signaling pathway (GO:0090263)","1/130",0.0631448649915912,0.0865800726173363,0,0,17.1068044788975,47.2545322636978,"COL1A1"
"protein localization to plasma membrane (GO:0072659)","1/136",0.0659706109648585,0.0895315434523079,0,0,16.3415637860082,44.4252916310185,"NKD2"
"protein localization to cell periphery (GO:1990778)","1/140",0.0678501777388972,0.0905831185715208,0,0,15.8681055155875,42.6923964226082,"NKD2"
"Ras protein signal transduction (GO:0007265)","1/142",0.068788684027997,0.0905831185715208,0,0,15.6414499605989,41.8677197466872,"COL1A2"
"protein localization to organelle (GO:0033365)","1/142",0.068788684027997,0.0905831185715208,0,0,15.6414499605989,41.8677197466872,"COL1A1"
"positive regulation of Wnt signaling pathway (GO:0030177)","1/153",0.0739352845331792,0.09640581218542,0,0,14.5014619883041,37.770001818957,"COL1A1"
"organonitrogen compound biosynthetic process (GO:1901566)","1/158",0.0762661742978172,0.0984796231224242,0,0,14.036093418259,36.1222480385121,"INHBA"
"negative regulation of canonical Wnt signaling pathway (GO:0090090)","1/165",0.0795205496250797,0.101694549039765,0,0,13.4322493224932,34.0069602787413,"NKD2"
"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)","1/170",0.0818387819286868,0.10366245710967,0,0,13.0315581854043,32.6180427988393,"CDH11"
"neuron differentiation (GO:0030182)","1/174",0.0836895830239612,0.105006740964027,0,0,12.7276814386641,31.572805424981,"INHBA"
"negative regulation of cytokine production (GO:0001818)","1/182",0.0873811155878079,0.108613910029705,0,0,12.1602209944751,29.6402479043769,"INHBA"
"negative regulation of Wnt signaling pathway (GO:0030178)","1/191",0.0915180865089628,0.112702828756408,0,0,11.5789473684211,27.6877950043842,"NKD2"
"protein localization to membrane (GO:0072657)","1/195",0.0933513166113739,0.113905734947823,0,0,11.3379152348225,26.8865655778966,"NKD2"
"mitotic cell cycle phase transition (GO:0044772)","1/209",0.0997414334930266,0.120596460496114,0,0,10.5673076923077,24.3594840695139,"INHBA"
"regulation of cell growth (GO:0001558)","1/217",0.103374702415639,0.123863382173694,0,0,10.1718106995885,23.0838563866398,"INHBA"
"positive regulation of cell motility (GO:2000147)","1/221",0.105186383439256,0.124908830334117,0,0,9.98484848484848,22.4860926837425,"COL1A1"
"positive regulation of transcription, DNA-templated (GO:0045893)","2/1183",0.114761196714377,0.13507291294701,0,0,3.981583403895,8.61973731663295,"COL1A1;INHBA"
"positive regulation of cell differentiation (GO:0045597)","1/258",0.121788913260349,0.142087065470408,0,0,8.53134457414613,17.9624555255111,"COL1A1"
"negative regulation of signal transduction (GO:0009968)","1/267",0.125785209489871,0.145234910288099,0,0,8.23893065998329,17.080782255369,"NKD2"
"positive regulation of cell migration (GO:0030335)","1/269",0.126671049574582,0.145234910288099,0,0,8.17661691542289,16.8942128176159,"COL1A1"
"regulation of cell cycle (GO:0051726)","1/296",0.138551080607614,0.157498236930023,0,0,7.4180790960452,14.6619535677713,"INHBA"
"cellular macromolecule biosynthetic process (GO:0034645)","1/314",0.146390089962326,0.1649989997033,0,0,6.98509052183174,13.4217143291758,"INHBA"
"positive regulation of protein phosphorylation (GO:0001934)","1/371",0.170791921230688,0.190885088434298,0,0,5.89189189189189,10.4127953253102,"INHBA"
"negative regulation of cell population proliferation (GO:0008285)","1/379",0.174166019870214,0.193034005356153,0,0,5.76484420928865,10.0754851223449,"INHBA"
"positive regulation of macromolecule metabolic process (GO:0010604)","1/384",0.176268551661655,0.193749730338844,0,0,5.68813460980563,9.87316022498115,"INHBA"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","1/404",0.184630588158104,0.201277608401867,0,0,5.40033085194375,9.12330960396866,"COL1A1"
"regulation of cell migration (GO:0030334)","1/408",0.186293798433714,0.201439635704748,0,0,5.34616434616435,8.98385650257227,"COL1A1"
"nervous system development (GO:0007399)","1/447",0.20235080924172,0.217037561525393,0,0,4.8689586447434,7.77939040128449,"INHBA"
"positive regulation of gene expression (GO:0010628)","1/482",0.216517536062526,0.228546288065999,0,0,4.50658350658351,6.89545013213669,"INHBA"
"cellular response to cytokine stimulus (GO:0071345)","1/482",0.216517536062526,0.228546288065999,0,0,4.50658350658351,6.89545013213669,"COL1A2"
"negative regulation of cellular process (GO:0048523)","1/566",0.249598274798821,0.261390319277505,0,0,3.82005899705015,5.301869639867,"INHBA"
"cytokine-mediated signaling pathway (GO:0019221)","1/621",0.270571665999959,0.281140871703082,0,0,3.47132616487455,4.53778100740268,"COL1A2"
"regulation of transcription, DNA-templated (GO:0006355)","2/2244",0.311365260602848,0.321019997365727,0,0,1.97903657448707,2.30911728354435,"COL1A1;INHBA"
"regulation of cell population proliferation (GO:0042127)","1/764",0.322656086594778,0.330101996285427,0,0,2.7999126256007,3.16717232194457,"INHBA"
"positive regulation of transcription by RNA polymerase II (GO:0045944)","1/908",0.371698364387241,0.377373148576359,0,0,2.33774347666299,2.31360066946461,"INHBA"
"regulation of gene expression (GO:0010468)","1/1079",0.4257703649695,0.42899589803745,0,0,1.94928880643166,1.66441024219308,"INHBA"
"regulation of transcription by RNA polymerase II (GO:0006357)","1/2206",0.689318157023675,0.689318157023675,0,0,0.896195515243134,0.333431645881209,"INHBA"
