"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"cellular macromolecule biosynthetic process (GO:0034645)","2/314",0.010173752354096,0.0271300062775892,0,0,15.7676282051282,72.3409979604729,"TYMS;TICRR"
"supramolecular fiber organization (GO:0097435)","2/351",0.0125919194537055,0.0323792214523855,0,0,14.0694842406877,61.5497724819487,"KIF18B;KIF2C"
"nucleobase-containing small molecule interconversion (GO:0015949)","1/27",0.0134211618656948,0.0333215053217251,0,0,85.3162393162393,367.791701998077,"TYMS"
"CENP-A containing chromatin organization (GO:0061641)","1/30",0.0149023554252654,0.0336466711568409,0,0,76.4789272030651,321.688416559315,"HJURP"
"CENP-A containing nucleosome assembly (GO:0034080)","1/30",0.0149023554252654,0.0336466711568409,0,0,76.4789272030651,321.688416559315,"HJURP"
"negative regulation of double-strand break repair (GO:2000780)","1/32",0.0158887058240638,0.0336466711568409,0,0,71.5376344086021,296.31937970283,"POLQ"
"chromatin remodeling at centromere (GO:0031055)","1/32",0.0158887058240638,0.0336466711568409,0,0,71.5376344086021,296.31937970283,"HJURP"
"regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)","1/32",0.0158887058240638,0.0336466711568409,0,0,71.5376344086021,296.31937970283,"TYMS"
"mitotic G2 DNA damage checkpoint signaling (GO:0007095)","1/33",0.0163815476907073,0.0336991838208836,0,0,69.2986111111111,284.928149930553,"TICRR"
"sister chromatid segregation (GO:0000819)","1/34",0.0168741674533514,0.0337483349067028,0,0,67.1952861952862,274.289235089044,"KIF18B"
"centromere complex assembly (GO:0034508)","1/37",0.0183506949831896,0.0339522809264722,0,0,61.5864197530864,246.227915397722,"HJURP"
"histone exchange (GO:0043486)","1/38",0.0188424272009397,0.0339522809264722,0,0,59.9189189189189,237.976625944372,"HJURP"
"DNA replication-independent nucleosome assembly (GO:0006336)","1/39",0.0193339377497967,0.0339522809264722,0,0,58.3391812865497,230.20018425525,"HJURP"
"regulation of cellular component biogenesis (GO:0044087)","1/39",0.0193339377497967,0.0339522809264722,0,0,58.3391812865497,230.20018425525,"HJURP"
"DNA recombination (GO:0006310)","1/39",0.0193339377497967,0.0339522809264722,0,0,58.3391812865497,230.20018425525,"RAD54L"
"mitotic G2/M transition checkpoint (GO:0044818)","1/45",0.0222783509374742,0.0371701128881842,0,0,50.3686868686869,191.609530522956,"TICRR"
"regulation of DNA metabolic process (GO:0051052)","1/46",0.0227683122669265,0.0371701128881842,0,0,49.2469135802469,186.270812956763,"TICRR"
"regulation of double-strand break repair via homologous recombination (GO:0010569)","1/46",0.0227683122669265,0.0371701128881842,0,0,49.2469135802469,186.270812956763,"POLQ"
"regulation of DNA binding (GO:0051101)","1/47",0.0232580526351399,0.0371701128881842,0,0,48.1739130434783,181.187090155358,"HJURP"
"base-excision repair (GO:0006284)","1/48",0.0237475721230066,0.0371701128881842,0,0,47.1465721040189,176.341144039401,"POLQ"
"mitotic metaphase plate congression (GO:0007080)","1/51",0.0252148061968427,0.0386269371526101,0,0,44.3111111111111,163.079241679152,"KIF2C"
"negative regulation of DNA recombination (GO:0045910)","1/57",0.0281433225032358,0.0422149837548537,0,0,39.5515873015873,141.216773601099,"POLQ"
"mitotic DNA damage checkpoint signaling (GO:0044773)","1/59",0.0291177336711439,0.0427852413127013,0,0,38.183908045977,135.033873528638,"TICRR"
"double-strand break repair via nonhomologous end joining (GO:0006303)","1/62",0.0305777019615052,0.0440318908245674,0,0,36.3005464480874,126.597583267881,"POLQ"
"response to ionizing radiation (GO:0010212)","1/72",0.0354300047601862,0.0500188302496746,0,0,31.1721439749609,104.121077653703,"TICRR"
"mitotic nuclear division (GO:0140014)","1/74",0.0363978383040336,0.050397006882508,0,0,30.3150684931507,100.4412761917,"KIF18B"
"regulation of cell division (GO:0051302)","1/76",0.0373647978046119,0.0507597253194728,0,0,29.5037037037037,96.979448633994,"KIF18B"
"recombinational repair (GO:0000725)","1/79",0.0388135997677024,0.0517514663569365,0,0,28.3646723646724,92.1563832512611,"POLQ"
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)","1/85",0.0417053180950638,0.0532882221707058,0,0,26.3306878306878,83.6559293891733,"KIF2C"
"G1/S transition of mitotic cell cycle (GO:0000082)","1/85",0.0417053180950638,0.0532882221707058,0,0,26.3306878306878,83.6559293891733,"TYMS"
"negative regulation of cellular amide metabolic process (GO:0034249)","1/86",0.0421865092184754,0.0532882221707058,0,0,26.0196078431373,82.3690963539015,"TYMS"
"protein complex oligomerization (GO:0051259)","1/90",0.0441090999770031,0.0538280542092242,0,0,24.8451935081149,77.5440643631516,"POLQ"
"negative regulation of translation (GO:0017148)","1/90",0.0441090999770031,0.0538280542092242,0,0,24.8451935081149,77.5440643631516,"TYMS"
"negative regulation of cellular protein metabolic process (GO:0032269)","1/94",0.0460282169261212,0.0552338603113454,0,0,23.7718040621266,73.1815144736218,"TYMS"
"antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","1/98",0.0479438656358351,0.0565894807504939,0,0,22.786941580756,69.220448859451,"KIF2C"
"antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","1/100",0.0489003911418305,0.056787551003416,0,0,22.324354657688,67.3742300304506,"KIF2C"
"antigen processing and presentation of exogenous peptide antigen (GO:0002478)","1/103",0.0503335577922039,0.057524066048233,0,0,21.6644880174292,64.7569587162893,"KIF2C"
"DNA replication (GO:0006260)","1/108",0.0527178503782264,0.0593075816755047,0,0,20.6469366562824,60.7598292237389,"TICRR"
"regulation of protein-containing complex assembly (GO:0043254)","1/116",0.0565215144325385,0.0626084467560426,0,0,19.2028985507246,55.1724993207883,"HJURP"
"protein homooligomerization (GO:0051260)","1/121",0.0588918187809667,0.0642456204883273,0,0,18.3981481481481,52.1045324627346,"POLQ"
"regulation of cellular component organization (GO:0051128)","1/139",0.0673806054536277,0.0724090088456895,0,0,15.9838969404187,43.1149325245792,"HJURP"
"double-strand break repair (GO:0006302)","1/164",0.0790562715258447,0.0837066404391297,0,0,13.5153374233129,34.2964578353993,"POLQ"
"regulation of translation (GO:0006417)","1/178",0.0855370257686186,0.0892560268889933,0,0,12.4375392341494,30.5814954331455,"TYMS"
"negative regulation of gene expression (GO:0010629)","1/322",0.149853440030554,0.15413496688857,0,0,6.80823814468674,12.9226999992016,"TYMS"
"negative regulation of cellular macromolecule biosynthetic process (GO:2000113)","1/547",0.242227771982605,0.245639430742923,0,0,3.95685795685796,5.61033705417294,"TYMS"
"regulation of transcription, DNA-templated (GO:0006355)","1/2244",0.695891150397805,0.695891150397805,0,0,0.879130133254074,0.318739200458797,"TYMS"
